INSERT INTO PACCHI VALUES
(401, 4, TO_TIMESTAMP('2020-11-09 22:31:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Medio', 6.0, FALSE),
(1437, 21, TO_TIMESTAMP('2021-10-02 01:54:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 5.25, FALSE),
(1438, 37, TO_TIMESTAMP('2021-12-13 06:30:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Piccolo', 2.25, FALSE),
(1439, 54, TO_TIMESTAMP('2021-03-12 17:38:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 1.5, TRUE),
(1440, 36, TO_TIMESTAMP('2021-06-06 08:23:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 7.5, TRUE),
(1441, 71, TO_TIMESTAMP('2020-05-03 03:06:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 2.25, FALSE),
(1442, 99, TO_TIMESTAMP('2022-12-22 06:46:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Medio', 3.75, TRUE),
(1443, 82, TO_TIMESTAMP('2022-11-16 08:45:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Medio', 2.25, FALSE),
(1444, 71, TO_TIMESTAMP('2020-03-18 08:02:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Piccolo', 4.5, FALSE),
(1445, 32, TO_TIMESTAMP('2023-01-10 04:03:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Medio', 7.5, FALSE),
(1446, 71, TO_TIMESTAMP('2022-03-11 12:49:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 4.5, FALSE),
(1447, 49, TO_TIMESTAMP('2020-07-30 16:10:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Piccolo', 3.0, TRUE),
(1448, 90, TO_TIMESTAMP('2022-05-17 14:35:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 3.0, TRUE),
(1449, 96, TO_TIMESTAMP('2020-05-28 19:56:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 5.25, FALSE),
(1450, 33, TO_TIMESTAMP('2021-01-30 18:26:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Grande', 1.5, FALSE),
(1451, 41, TO_TIMESTAMP('2020-10-30 15:23:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 7.5, TRUE),
(1452, 25, TO_TIMESTAMP('2021-12-26 03:26:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 7.5, TRUE),
(1453, 39, TO_TIMESTAMP('2021-05-19 09:44:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Grande', 0.75, FALSE),
(1454, 12, TO_TIMESTAMP('2020-10-03 14:29:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 7.5, TRUE),
(1455, 86, TO_TIMESTAMP('2020-04-23 08:15:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 1.5, FALSE),
(1456, 46, TO_TIMESTAMP('2022-11-04 03:46:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 6.0, FALSE),
(1457, 91, TO_TIMESTAMP('2020-05-07 08:46:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 2.25, TRUE),
(1458, 17, TO_TIMESTAMP('2022-03-30 09:13:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 4.5, FALSE),
(1459, 43, TO_TIMESTAMP('2021-07-01 10:20:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 3.0, TRUE),
(1460, 62, TO_TIMESTAMP('2021-07-30 06:02:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Medio', 6.75, FALSE),
(1461, 92, TO_TIMESTAMP('2020-08-29 10:54:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 6.0, FALSE),
(1462, 36, TO_TIMESTAMP('2020-09-04 01:29:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Piccolo', 7.5, TRUE),
(1463, 91, TO_TIMESTAMP('2022-09-29 07:03:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 5.25, FALSE),
(1464, 42, TO_TIMESTAMP('2021-09-22 23:33:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 6.0, FALSE),
(1465, 27, TO_TIMESTAMP('2020-08-17 08:51:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 2.25, TRUE),
(1466, 6, TO_TIMESTAMP('2022-11-15 04:38:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 3.0, FALSE),
(1467, 16, TO_TIMESTAMP('2021-05-05 17:40:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Grande', 1.5, FALSE),
(1468, 9, TO_TIMESTAMP('2021-09-19 16:43:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Grande', 3.0, TRUE),
(1469, 25, TO_TIMESTAMP('2022-03-06 16:50:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Piccolo', 7.5, TRUE),
(1470, 84, TO_TIMESTAMP('2021-08-01 01:30:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 0.75, TRUE),
(1471, 89, TO_TIMESTAMP('2021-06-05 13:40:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 1.5, FALSE),
(1472, 35, TO_TIMESTAMP('2021-01-04 07:13:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Piccolo', 6.75, TRUE),
(1473, 78, TO_TIMESTAMP('2020-03-09 04:56:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Medio', 5.25, TRUE),
(1474, 18, TO_TIMESTAMP('2021-12-15 20:13:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 3.75, TRUE),
(1475, 60, TO_TIMESTAMP('2022-12-06 08:42:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 0.75, TRUE),
(1476, 67, TO_TIMESTAMP('2020-12-23 01:59:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Grande', 6.0, FALSE),
(1477, 87, TO_TIMESTAMP('2020-07-26 02:28:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 0.75, FALSE),
(1478, 85, TO_TIMESTAMP('2020-03-12 22:10:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 3.0, TRUE),
(1479, 83, TO_TIMESTAMP('2022-03-21 14:33:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Piccolo', 2.25, TRUE),
(1480, 36, TO_TIMESTAMP('2022-07-09 20:27:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Medio', 3.75, FALSE),
(1481, 80, TO_TIMESTAMP('2022-09-14 20:48:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Medio', 6.0, TRUE),
(1482, 41, TO_TIMESTAMP('2020-08-03 11:59:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Grande', 1.5, TRUE),
(1483, 58, TO_TIMESTAMP('2022-05-31 20:43:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 6.75, FALSE),
(1484, 82, TO_TIMESTAMP('2020-01-21 13:30:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Grande', 4.5, TRUE),
(1485, 74, TO_TIMESTAMP('2022-11-25 23:53:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Grande', 3.75, TRUE),
(1486, 39, TO_TIMESTAMP('2021-09-18 03:38:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 5.25, TRUE),
(1487, 96, TO_TIMESTAMP('2021-01-01 01:34:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Grande', 3.75, TRUE),
(1488, 51, TO_TIMESTAMP('2022-11-13 05:26:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Piccolo', 4.5, TRUE),
(1489, 24, TO_TIMESTAMP('2022-02-01 14:44:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Medio', 5.25, TRUE),
(1490, 76, TO_TIMESTAMP('2020-10-20 07:11:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Grande', 6.0, TRUE),
(1491, 67, TO_TIMESTAMP('2021-05-23 15:23:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Piccolo', 3.0, TRUE),
(1492, 11, TO_TIMESTAMP('2021-03-03 08:58:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Medio', 5.25, TRUE),
(1493, 77, TO_TIMESTAMP('2021-09-24 03:28:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 6.0, TRUE),
(1494, 98, TO_TIMESTAMP('2020-09-21 10:12:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Piccolo', 6.75, TRUE),
(1495, 28, TO_TIMESTAMP('2020-04-27 05:02:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Piccolo', 6.0, TRUE),
(1496, 31, TO_TIMESTAMP('2020-05-17 21:15:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 1.5, FALSE),
(1497, 30, TO_TIMESTAMP('2021-08-25 10:39:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 7.5, FALSE),
(1498, 6, TO_TIMESTAMP('2021-08-06 07:55:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 2.25, TRUE),
(1499, 6, TO_TIMESTAMP('2022-11-03 08:47:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 1.5, FALSE),
(1500, 73, TO_TIMESTAMP('2022-02-23 11:29:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 4.5, FALSE),
(1501, 6, TO_TIMESTAMP('2023-03-08 08:25:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Grande', 6.75, TRUE),
(1502, 14, TO_TIMESTAMP('2022-05-12 06:14:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Grande', 3.75, FALSE),
(1503, 74, TO_TIMESTAMP('2020-11-23 07:08:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 6.0, TRUE),
(1504, 35, TO_TIMESTAMP('2021-06-16 23:07:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Medio', 0.75, TRUE),
(1505, 69, TO_TIMESTAMP('2023-01-23 22:50:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Medio', 3.0, TRUE),
(1506, 51, TO_TIMESTAMP('2022-03-16 07:33:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Grande', 3.75, FALSE),
(1507, 88, TO_TIMESTAMP('2021-10-08 23:40:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 6.75, FALSE),
(1508, 7, TO_TIMESTAMP('2022-02-08 09:19:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 6.0, FALSE),
(1509, 62, TO_TIMESTAMP('2022-09-27 12:48:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Piccolo', 4.5, FALSE),
(1510, 46, TO_TIMESTAMP('2021-08-02 23:30:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 7.5, TRUE),
(1511, 13, TO_TIMESTAMP('2020-04-05 06:05:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Medio', 6.75, TRUE),
(1512, 51, TO_TIMESTAMP('2023-02-23 06:05:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 3.75, TRUE),
(1513, 2, TO_TIMESTAMP('2022-11-08 17:47:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Medio', 6.75, FALSE),
(1514, 64, TO_TIMESTAMP('2022-06-09 17:46:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Grande', 3.0, FALSE),
(1515, 36, TO_TIMESTAMP('2021-09-12 23:55:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Medio', 6.0, FALSE),
(1516, 83, TO_TIMESTAMP('2022-01-13 10:03:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Medio', 3.75, FALSE),
(1517, 36, TO_TIMESTAMP('2022-03-28 01:55:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 4.5, TRUE),
(1518, 41, TO_TIMESTAMP('2021-02-23 18:20:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 6.75, FALSE),
(1519, 53, TO_TIMESTAMP('2021-12-31 14:06:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Piccolo', 5.25, TRUE),
(1520, 55, TO_TIMESTAMP('2021-09-08 20:17:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 2.25, FALSE),
(1521, 80, TO_TIMESTAMP('2021-10-30 18:24:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Grande', 3.0, TRUE),
(1522, 86, TO_TIMESTAMP('2020-12-27 21:46:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 3.0, FALSE),
(1523, 79, TO_TIMESTAMP('2021-01-30 01:30:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 2.25, TRUE),
(1524, 42, TO_TIMESTAMP('2022-12-27 07:16:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Grande', 5.25, FALSE),
(1525, 39, TO_TIMESTAMP('2020-11-15 12:54:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 6.0, FALSE),
(1526, 83, TO_TIMESTAMP('2020-12-16 18:35:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Medio', 6.75, FALSE),
(1527, 36, TO_TIMESTAMP('2020-08-23 21:05:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Piccolo', 4.5, TRUE),
(1528, 64, TO_TIMESTAMP('2020-11-28 09:17:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 6.75, TRUE),
(1529, 100, TO_TIMESTAMP('2022-12-17 19:56:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Piccolo', 0.75, TRUE),
(1530, 59, TO_TIMESTAMP('2021-06-11 10:47:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 6.0, TRUE),
(1531, 7, TO_TIMESTAMP('2021-05-31 09:35:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 3.75, TRUE),
(1532, 4, TO_TIMESTAMP('2022-10-18 17:18:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Grande', 4.5, FALSE),
(1533, 85, TO_TIMESTAMP('2022-08-30 03:59:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Medio', 3.75, TRUE),
(1534, 81, TO_TIMESTAMP('2020-05-07 22:28:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Grande', 4.5, FALSE),
(1535, 84, TO_TIMESTAMP('2023-02-24 08:30:00', 'YYYY-MM-DD HH24:MI:SS'), 50, 'Medio', 4.5, TRUE),
(1536, 19, TO_TIMESTAMP('2022-05-24 05:08:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Piccolo', 6.75, TRUE),
(1537, 9, TO_TIMESTAMP('2021-11-15 09:51:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Medio', 0.75, FALSE),
(1538, 72, TO_TIMESTAMP('2022-02-08 17:32:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 6.0, TRUE),
(1539, 59, TO_TIMESTAMP('2021-09-15 15:06:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 2.25, TRUE),
(1540, 73, TO_TIMESTAMP('2021-11-20 15:46:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 2.25, FALSE),
(1541, 86, TO_TIMESTAMP('2020-03-15 06:03:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 7.5, TRUE),
(1542, 59, TO_TIMESTAMP('2022-04-13 19:59:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 0.75, FALSE),
(1543, 96, TO_TIMESTAMP('2022-09-26 18:43:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 6.75, TRUE),
(1544, 24, TO_TIMESTAMP('2021-08-04 16:03:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Medio', 2.25, TRUE),
(1545, 19, TO_TIMESTAMP('2021-12-17 18:47:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Piccolo', 6.75, TRUE),
(1546, 70, TO_TIMESTAMP('2021-04-02 06:21:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Grande', 1.5, FALSE),
(1547, 59, TO_TIMESTAMP('2022-07-26 23:12:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Medio', 7.5, FALSE),
(1548, 98, TO_TIMESTAMP('2022-03-29 03:55:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 6.0, TRUE),
(1549, 56, TO_TIMESTAMP('2020-09-18 13:58:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 6.0, TRUE),
(1550, 33, TO_TIMESTAMP('2022-03-03 10:21:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Medio', 3.75, FALSE),
(1551, 4, TO_TIMESTAMP('2020-11-29 02:57:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Grande', 0.75, FALSE),
(1552, 98, TO_TIMESTAMP('2020-05-03 19:24:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Piccolo', 3.0, FALSE),
(1553, 90, TO_TIMESTAMP('2022-04-01 20:11:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Piccolo', 7.5, TRUE),
(1554, 77, TO_TIMESTAMP('2021-01-07 12:26:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Grande', 3.75, FALSE),
(1555, 84, TO_TIMESTAMP('2021-05-08 21:11:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Piccolo', 1.5, FALSE),
(1556, 86, TO_TIMESTAMP('2022-12-26 05:44:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Piccolo', 3.0, FALSE),
(1557, 27, TO_TIMESTAMP('2021-06-10 05:44:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Piccolo', 6.75, FALSE),
(1558, 39, TO_TIMESTAMP('2021-02-07 07:34:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 6.75, FALSE),
(1559, 87, TO_TIMESTAMP('2021-04-15 21:03:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 6.0, FALSE),
(1560, 11, TO_TIMESTAMP('2021-08-22 13:43:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 3.75, FALSE),
(1561, 36, TO_TIMESTAMP('2022-02-02 20:46:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Piccolo', 4.5, FALSE),
(1562, 21, TO_TIMESTAMP('2021-07-12 00:26:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Piccolo', 0.75, TRUE),
(1563, 49, TO_TIMESTAMP('2020-10-21 11:06:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 2.25, FALSE),
(1564, 17, TO_TIMESTAMP('2021-07-08 13:46:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Piccolo', 7.5, FALSE),
(1565, 28, TO_TIMESTAMP('2021-01-05 11:15:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Medio', 3.0, FALSE),
(1566, 44, TO_TIMESTAMP('2021-07-10 14:12:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 1.5, TRUE),
(1567, 55, TO_TIMESTAMP('2021-05-11 18:30:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 0.75, FALSE),
(1568, 59, TO_TIMESTAMP('2022-03-07 00:51:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Grande', 1.5, TRUE),
(1569, 44, TO_TIMESTAMP('2021-04-29 17:43:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 3.0, FALSE),
(1570, 99, TO_TIMESTAMP('2021-05-03 00:21:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 5.25, TRUE),
(1571, 49, TO_TIMESTAMP('2022-06-07 11:27:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 3.0, TRUE),
(1572, 4, TO_TIMESTAMP('2021-01-07 20:52:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 2.25, FALSE),
(1573, 67, TO_TIMESTAMP('2022-09-21 04:52:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Grande', 1.5, FALSE),
(1574, 32, TO_TIMESTAMP('2021-10-01 13:24:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Grande', 3.75, FALSE),
(1575, 28, TO_TIMESTAMP('2021-01-20 13:41:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Grande', 0.75, TRUE),
(1576, 40, TO_TIMESTAMP('2021-03-01 08:46:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 2.25, FALSE),
(1577, 13, TO_TIMESTAMP('2020-12-30 08:41:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Piccolo', 7.5, FALSE),
(1578, 90, TO_TIMESTAMP('2020-06-20 23:24:00', 'YYYY-MM-DD HH24:MI:SS'), 55, 'Medio', 4.5, TRUE),
(1579, 27, TO_TIMESTAMP('2021-11-26 02:28:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 7.5, TRUE),
(1580, 46, TO_TIMESTAMP('2021-09-02 11:33:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Medio', 7.5, TRUE),
(1581, 80, TO_TIMESTAMP('2020-02-08 11:46:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Grande', 5.25, TRUE),
(1582, 53, TO_TIMESTAMP('2022-02-09 13:31:00', 'YYYY-MM-DD HH24:MI:SS'), 43, 'Piccolo', 6.0, TRUE),
(1583, 28, TO_TIMESTAMP('2022-05-04 00:17:00', 'YYYY-MM-DD HH24:MI:SS'), 51, 'Grande', 7.5, TRUE),
(1584, 21, TO_TIMESTAMP('2022-05-09 12:18:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Piccolo', 4.5, TRUE),
(1585, 85, TO_TIMESTAMP('2021-01-01 01:27:00', 'YYYY-MM-DD HH24:MI:SS'), 42, 'Medio', 6.75, FALSE),
(1586, 62, TO_TIMESTAMP('2021-10-27 08:15:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 6.75, FALSE),
(1587, 36, TO_TIMESTAMP('2021-07-16 02:23:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Medio', 2.25, FALSE),
(1588, 54, TO_TIMESTAMP('2020-11-13 16:19:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Grande', 3.75, FALSE),
(1589, 81, TO_TIMESTAMP('2022-07-19 20:13:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 3.75, FALSE),
(1590, 35, TO_TIMESTAMP('2023-01-31 07:36:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Medio', 6.0, FALSE),
(1591, 77, TO_TIMESTAMP('2021-12-09 09:26:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Grande', 4.5, FALSE),
(1592, 74, TO_TIMESTAMP('2020-10-29 19:29:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Piccolo', 2.25, TRUE),
(1593, 81, TO_TIMESTAMP('2021-05-15 00:31:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Piccolo', 5.25, TRUE),
(1594, 62, TO_TIMESTAMP('2021-09-21 04:09:00', 'YYYY-MM-DD HH24:MI:SS'), 45, 'Medio', 3.0, FALSE),
(1595, 60, TO_TIMESTAMP('2022-08-29 21:16:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 3.75, FALSE),
(1596, 80, TO_TIMESTAMP('2021-12-16 04:19:00', 'YYYY-MM-DD HH24:MI:SS'), 52, 'Medio', 6.75, FALSE),
(1597, 8, TO_TIMESTAMP('2022-04-21 14:17:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Piccolo', 0.75, FALSE),
(1598, 92, TO_TIMESTAMP('2022-06-13 03:00:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Medio', 2.25, TRUE),
(1599, 97, TO_TIMESTAMP('2021-04-19 07:39:00', 'YYYY-MM-DD HH24:MI:SS'), 60, 'Medio', 4.5, TRUE),
(1600, 35, TO_TIMESTAMP('2021-04-04 19:56:00', 'YYYY-MM-DD HH24:MI:SS'), 44, 'Grande', 7.5, TRUE),
(1601, 73, TO_TIMESTAMP('2021-06-02 20:20:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 5.25, TRUE),
(1602, 76, TO_TIMESTAMP('2021-01-17 23:12:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 5.25, TRUE),
(1603, 28, TO_TIMESTAMP('2020-10-05 15:38:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 4.5, FALSE),
(1604, 6, TO_TIMESTAMP('2023-02-23 06:11:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Piccolo', 1.5, FALSE),
(1605, 78, TO_TIMESTAMP('2022-06-27 07:44:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Medio', 3.0, FALSE),
(1606, 97, TO_TIMESTAMP('2023-02-09 15:57:00', 'YYYY-MM-DD HH24:MI:SS'), 46, 'Medio', 3.75, TRUE),
(1607, 85, TO_TIMESTAMP('2021-06-14 00:15:00', 'YYYY-MM-DD HH24:MI:SS'), 53, 'Grande', 0.75, FALSE),
(1608, 100, TO_TIMESTAMP('2022-11-03 10:16:00', 'YYYY-MM-DD HH24:MI:SS'), 59, 'Grande', 2.25, FALSE),
(1609, 90, TO_TIMESTAMP('2021-11-02 11:30:00', 'YYYY-MM-DD HH24:MI:SS'), 57, 'Medio', 1.5, FALSE),
(1610, 61, TO_TIMESTAMP('2021-07-05 03:38:00', 'YYYY-MM-DD HH24:MI:SS'), 56, 'Piccolo', 5.25, FALSE),
(1611, 87, TO_TIMESTAMP('2020-02-20 08:55:00', 'YYYY-MM-DD HH24:MI:SS'), 49, 'Medio', 4.5, TRUE),
(1612, 46, TO_TIMESTAMP('2021-10-21 06:03:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Piccolo', 3.0, FALSE),
(1613, 28, TO_TIMESTAMP('2020-12-10 13:33:00', 'YYYY-MM-DD HH24:MI:SS'), 54, 'Grande', 6.0, FALSE),
(1614, 18, TO_TIMESTAMP('2022-08-06 17:29:00', 'YYYY-MM-DD HH24:MI:SS'), 48, 'Grande', 1.5, FALSE),
(1615, 91, TO_TIMESTAMP('2023-01-11 18:37:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Grande', 3.75, TRUE),
(1616, 27, TO_TIMESTAMP('2022-09-02 20:30:00', 'YYYY-MM-DD HH24:MI:SS'), 47, 'Medio', 6.0, FALSE),
(1617, 17, TO_TIMESTAMP('2020-05-14 02:29:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Medio', 5.25, FALSE),
(1618, 98, TO_TIMESTAMP('2022-06-05 01:20:00', 'YYYY-MM-DD HH24:MI:SS'), 58, 'Piccolo', 5.25, TRUE),
(1619, 11, TO_TIMESTAMP('2021-09-07 18:47:00', 'YYYY-MM-DD HH24:MI:SS'), 41, 'Grande', 1.5, FALSE),
