101, 'PCR-SO', 48, 28, TO_TIMESTAMP('2021-03-26 12:02:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-03-26 21:04:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
252, 'SO-PCR', 24, 44, TO_TIMESTAMP('2022-04-11 21:06:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-13 04:39:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
253, 'PCR-SO', 55, 35, TO_TIMESTAMP('2023-03-03 00:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-03 19:46:00', 'YYYY-MM-DD HH24:MI:SS'), 72),
253, 'SO-CRS', 35, 15, TO_TIMESTAMP('2023-03-03 19:46:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-04 23:16:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
253, 'CRS-CRS', 15, 4, TO_TIMESTAMP('2023-03-04 23:16:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-05 02:21:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
253, 'CRS-SO', 4, 24, TO_TIMESTAMP('2023-03-05 02:21:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-05 19:11:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
253, 'SO-PCR', 24, 44, TO_TIMESTAMP('2023-03-05 19:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2023-03-06 16:13:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
254, 'PCR-SO', 54, 34, TO_TIMESTAMP('2020-03-23 17:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-24 02:40:00', 'YYYY-MM-DD HH24:MI:SS'), 71),
254, 'SO-CRS', 34, 14, TO_TIMESTAMP('2020-03-24 02:40:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-25 08:51:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
254, 'CRS-CRS', 14, 3, TO_TIMESTAMP('2020-03-25 08:51:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-25 15:58:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
254, 'CRS-SO', 3, 23, TO_TIMESTAMP('2020-03-25 15:58:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-25 22:24:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
254, 'SO-PCR', 23, 43, TO_TIMESTAMP('2020-03-25 22:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-03-26 09:19:00', 'YYYY-MM-DD HH24:MI:SS'), 71),
255, 'PCR-SO', 41, 21, TO_TIMESTAMP('2021-01-29 06:37:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-30 18:06:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
255, 'SO-CRS', 21, 1, TO_TIMESTAMP('2021-01-30 18:06:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-01-31 03:17:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
255, 'CRS-CRS', 1, 3, TO_TIMESTAMP('2021-01-31 03:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-01 13:10:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
255, 'CRS-SO', 3, 23, TO_TIMESTAMP('2021-02-01 13:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-01 17:08:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
255, 'SO-PCR', 23, 43, TO_TIMESTAMP('2021-02-01 17:08:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-02-02 13:05:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
256, 'PCR-SO', 54, 34, TO_TIMESTAMP('2021-05-12 15:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-12 22:43:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
256, 'SO-CRS', 34, 14, TO_TIMESTAMP('2021-05-12 22:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-14 20:11:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
256, 'CRS-CRS', 14, 9, TO_TIMESTAMP('2021-05-14 20:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-16 19:58:00', 'YYYY-MM-DD HH24:MI:SS'), 72),
256, 'CRS-SO', 9, 29, TO_TIMESTAMP('2021-05-16 19:58:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-18 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
256, 'SO-PCR', 29, 49, TO_TIMESTAMP('2021-05-18 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-05-19 04:23:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
257, 'PCR-SO', 47, 27, TO_TIMESTAMP('2020-11-11 11:28:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-12 23:18:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
257, 'SO-CRS', 27, 7, TO_TIMESTAMP('2020-11-12 23:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-13 16:12:00', 'YYYY-MM-DD HH24:MI:SS'), 72),
257, 'CRS-CRS', 7, 9, TO_TIMESTAMP('2020-11-13 16:12:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-15 15:32:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
257, 'CRS-SO', 9, 29, TO_TIMESTAMP('2020-11-15 15:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-16 14:22:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
257, 'SO-PCR', 29, 49, TO_TIMESTAMP('2020-11-16 14:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-17 09:33:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
258, 'PCR-SO', 47, 27, TO_TIMESTAMP('2022-02-15 18:46:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-15 22:31:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
258, 'SO-CRS', 27, 7, TO_TIMESTAMP('2022-02-15 22:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-16 17:33:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
258, 'CRS-CRS', 7, 18, TO_TIMESTAMP('2022-02-16 17:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-18 03:25:00', 'YYYY-MM-DD HH24:MI:SS'), 16),
258, 'CRS-SO', 18, 38, TO_TIMESTAMP('2022-02-18 03:25:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-19 18:10:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
258, 'SO-PCR', 38, 58, TO_TIMESTAMP('2022-02-19 18:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-20 05:15:00', 'YYYY-MM-DD HH24:MI:SS'), 84),
259, 'PCR-SO', 58, 38, TO_TIMESTAMP('2020-08-11 07:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-11 17:41:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
259, 'SO-CRS', 38, 18, TO_TIMESTAMP('2020-08-11 17:41:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-12 10:47:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
259, 'CRS-CRS', 18, 11, TO_TIMESTAMP('2020-08-12 10:47:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-13 16:07:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
259, 'CRS-SO', 11, 31, TO_TIMESTAMP('2020-08-13 16:07:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-13 21:11:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
259, 'SO-PCR', 31, 51, TO_TIMESTAMP('2020-08-13 21:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-14 12:18:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
260, 'PCR-SO', 58, 38, TO_TIMESTAMP('2020-12-21 12:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-22 03:43:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
260, 'SO-CRS', 38, 18, TO_TIMESTAMP('2020-12-22 03:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-22 08:30:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
260, 'CRS-CRS', 18, 9, TO_TIMESTAMP('2020-12-22 08:30:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-22 20:27:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
260, 'CRS-SO', 9, 29, TO_TIMESTAMP('2020-12-22 20:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-23 07:24:00', 'YYYY-MM-DD HH24:MI:SS'), 18),
260, 'SO-PCR', 29, 49, TO_TIMESTAMP('2020-12-23 07:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-12-24 03:29:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
261, 'PCR-SO', 45, 25, TO_TIMESTAMP('2020-05-15 09:34:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-15 22:14:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
261, 'SO-CRS', 25, 5, TO_TIMESTAMP('2020-05-15 22:14:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-16 10:53:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
261, 'CRS-CRS', 5, 18, TO_TIMESTAMP('2020-05-16 10:53:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-17 02:23:00', 'YYYY-MM-DD HH24:MI:SS'), 14),
261, 'CRS-SO', 18, 38, TO_TIMESTAMP('2020-05-17 02:23:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-17 09:54:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
261, 'SO-PCR', 38, 58, TO_TIMESTAMP('2020-05-17 09:54:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-18 01:47:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
262, 'PCR-SO', 49, 29, TO_TIMESTAMP('2021-06-25 10:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-06-26 19:59:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
262, 'SO-CRS', 29, 9, TO_TIMESTAMP('2021-06-26 19:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-06-27 14:54:00', 'YYYY-MM-DD HH24:MI:SS'), 8),
262, 'CRS-CRS', 9, 13, TO_TIMESTAMP('2021-06-27 14:54:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-06-29 03:05:00', 'YYYY-MM-DD HH24:MI:SS'), 21),
262, 'CRS-SO', 13, 33, TO_TIMESTAMP('2021-06-29 03:05:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-06-29 14:29:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
262, 'SO-PCR', 33, 53, TO_TIMESTAMP('2021-06-29 14:29:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-06-30 05:51:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
263, 'PCR-SO', 52, 32, TO_TIMESTAMP('2022-03-01 10:28:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-01 17:33:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
263, 'SO-CRS', 32, 12, TO_TIMESTAMP('2022-03-01 17:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-02 16:59:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
263, 'CRS-CRS', 12, 11, TO_TIMESTAMP('2022-03-02 16:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-03 00:05:00', 'YYYY-MM-DD HH24:MI:SS'), 46),
263, 'CRS-SO', 11, 31, TO_TIMESTAMP('2022-03-03 00:05:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-03 22:30:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
263, 'SO-PCR', 31, 51, TO_TIMESTAMP('2022-03-03 22:30:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-03-04 16:54:00', 'YYYY-MM-DD HH24:MI:SS'), 96),
264, 'PCR-SO', 55, 35, TO_TIMESTAMP('2022-04-16 05:32:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-18 04:27:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
264, 'SO-CRS', 35, 15, TO_TIMESTAMP('2022-04-18 04:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-19 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
264, 'CRS-CRS', 15, 1, TO_TIMESTAMP('2022-04-19 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-21 02:38:00', 'YYYY-MM-DD HH24:MI:SS'), 19),
264, 'CRS-SO', 1, 21, TO_TIMESTAMP('2022-04-21 02:38:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-23 00:07:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
264, 'SO-PCR', 21, 41, TO_TIMESTAMP('2022-04-23 00:07:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-23 06:52:00', 'YYYY-MM-DD HH24:MI:SS'), 45),
265, 'PCR-SO', 55, 35, TO_TIMESTAMP('2020-08-26 23:46:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-27 11:33:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
265, 'SO-CRS', 35, 15, TO_TIMESTAMP('2020-08-27 11:33:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-29 06:24:00', 'YYYY-MM-DD HH24:MI:SS'), 2),
265, 'CRS-CRS', 15, 5, TO_TIMESTAMP('2020-08-29 06:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-29 20:11:00', 'YYYY-MM-DD HH24:MI:SS'), 39),
265, 'CRS-SO', 5, 25, TO_TIMESTAMP('2020-08-29 20:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-31 04:51:00', 'YYYY-MM-DD HH24:MI:SS'), 2),
265, 'SO-PCR', 25, 45, TO_TIMESTAMP('2020-08-31 04:51:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-31 10:51:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
266, 'PCR-SO', 50, 30, TO_TIMESTAMP('2021-10-22 15:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-23 11:13:00', 'YYYY-MM-DD HH24:MI:SS'), 33),
266, 'SO-CRS', 30, 10, TO_TIMESTAMP('2021-10-23 11:13:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-24 19:25:00', 'YYYY-MM-DD HH24:MI:SS'), 94),
266, 'CRS-CRS', 10, 4, TO_TIMESTAMP('2021-10-24 19:25:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-25 08:36:00', 'YYYY-MM-DD HH24:MI:SS'), 72),
266, 'CRS-SO', 4, 24, TO_TIMESTAMP('2021-10-25 08:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-25 23:03:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
266, 'SO-PCR', 24, 44, TO_TIMESTAMP('2021-10-25 23:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-10-26 21:48:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
267, 'PCR-SO', 45, 25, TO_TIMESTAMP('2022-04-08 05:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-09 02:57:00', 'YYYY-MM-DD HH24:MI:SS'), 80),
267, 'SO-CRS', 25, 5, TO_TIMESTAMP('2022-04-09 02:57:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-10 12:59:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
267, 'CRS-CRS', 5, 18, TO_TIMESTAMP('2022-04-10 12:59:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-10 18:21:00', 'YYYY-MM-DD HH24:MI:SS'), 46),
267, 'CRS-SO', 18, 38, TO_TIMESTAMP('2022-04-10 18:21:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-12 17:06:00', 'YYYY-MM-DD HH24:MI:SS'), 83),
267, 'SO-PCR', 38, 58, TO_TIMESTAMP('2022-04-12 17:06:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-04-13 01:39:00', 'YYYY-MM-DD HH24:MI:SS'), 85),
268, 'PCR-SO', 55, 35, TO_TIMESTAMP('2022-06-12 22:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-14 16:04:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
268, 'SO-CRS', 35, 15, TO_TIMESTAMP('2022-06-14 16:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-15 10:36:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
268, 'CRS-CRS', 15, 6, TO_TIMESTAMP('2022-06-15 10:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-15 22:19:00', 'YYYY-MM-DD HH24:MI:SS'), 15),
268, 'CRS-SO', 6, 26, TO_TIMESTAMP('2022-06-15 22:19:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-16 02:31:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
268, 'SO-PCR', 26, 46, TO_TIMESTAMP('2022-06-16 02:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-06-16 13:25:00', 'YYYY-MM-DD HH24:MI:SS'), 83),
269, 'PCR-SO', 42, 22, TO_TIMESTAMP('2020-08-06 12:18:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-07 04:34:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
269, 'SO-CRS', 22, 2, TO_TIMESTAMP('2020-08-07 04:34:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-09 00:38:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
269, 'CRS-CRS', 2, 2, TO_TIMESTAMP('2020-08-09 00:38:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-09 04:31:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
269, 'CRS-SO', 2, 22, TO_TIMESTAMP('2020-08-09 04:31:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-09 08:36:00', 'YYYY-MM-DD HH24:MI:SS'), 73),
269, 'SO-PCR', 22, 42, TO_TIMESTAMP('2020-08-09 08:36:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-08-11 05:07:00', 'YYYY-MM-DD HH24:MI:SS'), 16),
270, 'PCR-SO', 50, 30, TO_TIMESTAMP('2021-12-02 08:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-12-03 16:04:00', 'YYYY-MM-DD HH24:MI:SS'), 51),
270, 'SO-CRS', 30, 10, TO_TIMESTAMP('2021-12-03 16:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-12-03 22:42:00', 'YYYY-MM-DD HH24:MI:SS'), 6),
270, 'CRS-CRS', 10, 13, TO_TIMESTAMP('2021-12-03 22:42:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-12-04 04:56:00', 'YYYY-MM-DD HH24:MI:SS'), 25),
270, 'CRS-SO', 13, 33, TO_TIMESTAMP('2021-12-04 04:56:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-12-05 14:40:00', 'YYYY-MM-DD HH24:MI:SS'), 41),
270, 'SO-PCR', 33, 53, TO_TIMESTAMP('2021-12-05 14:40:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2021-12-07 13:18:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
271, 'PCR-SO', 42, 22, TO_TIMESTAMP('2022-02-04 11:25:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-04 14:47:00', 'YYYY-MM-DD HH24:MI:SS'), 72),
271, 'SO-CRS', 22, 2, TO_TIMESTAMP('2022-02-04 14:47:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-05 06:57:00', 'YYYY-MM-DD HH24:MI:SS'), 12),
271, 'CRS-CRS', 2, 18, TO_TIMESTAMP('2022-02-05 06:57:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-06 10:15:00', 'YYYY-MM-DD HH24:MI:SS'), 69),
271, 'CRS-SO', 18, 38, TO_TIMESTAMP('2022-02-06 10:15:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-08 02:01:00', 'YYYY-MM-DD HH24:MI:SS'), 20),
271, 'SO-PCR', 38, 58, TO_TIMESTAMP('2022-02-08 02:01:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-02-09 13:03:00', 'YYYY-MM-DD HH24:MI:SS'), 83),
272, 'PCR-SO', 46, 26, TO_TIMESTAMP('2020-07-14 06:47:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-15 03:25:00', 'YYYY-MM-DD HH24:MI:SS'), 7),
272, 'SO-CRS', 26, 6, TO_TIMESTAMP('2020-07-15 03:25:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-17 02:52:00', 'YYYY-MM-DD HH24:MI:SS'), 55),
272, 'CRS-CRS', 6, 14, TO_TIMESTAMP('2020-07-17 02:52:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-18 17:37:00', 'YYYY-MM-DD HH24:MI:SS'), 86),
272, 'CRS-SO', 14, 34, TO_TIMESTAMP('2020-07-18 17:37:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-20 15:39:00', 'YYYY-MM-DD HH24:MI:SS'), 60),
272, 'SO-PCR', 34, 54, TO_TIMESTAMP('2020-07-20 15:39:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-07-22 00:27:00', 'YYYY-MM-DD HH24:MI:SS'), 39),
273, 'PCR-SO', 48, 28, TO_TIMESTAMP('2020-05-07 07:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-07 12:22:00', 'YYYY-MM-DD HH24:MI:SS'), 57),
273, 'SO-CRS', 28, 8, TO_TIMESTAMP('2020-05-07 12:22:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-08 00:10:00', 'YYYY-MM-DD HH24:MI:SS'), 83),
273, 'CRS-CRS', 8, 8, TO_TIMESTAMP('2020-05-08 00:10:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-09 10:55:00', 'YYYY-MM-DD HH24:MI:SS'), 37),
273, 'CRS-SO', 8, 28, TO_TIMESTAMP('2020-05-09 10:55:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-10 14:07:00', 'YYYY-MM-DD HH24:MI:SS'), 66),
273, 'SO-PCR', 28, 48, TO_TIMESTAMP('2020-05-10 14:07:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-05-12 03:35:00', 'YYYY-MM-DD HH24:MI:SS'), 24),
274, 'PCR-SO', 51, 31, TO_TIMESTAMP('2020-06-06 10:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-06 15:09:00', 'YYYY-MM-DD HH24:MI:SS'), 77),
274, 'SO-CRS', 31, 11, TO_TIMESTAMP('2020-06-06 15:09:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-07 22:04:00', 'YYYY-MM-DD HH24:MI:SS'), 46),
274, 'CRS-CRS', 11, 18, TO_TIMESTAMP('2020-06-07 22:04:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-08 17:27:00', 'YYYY-MM-DD HH24:MI:SS'), 85),
274, 'CRS-SO', 18, 38, TO_TIMESTAMP('2020-06-08 17:27:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-09 13:11:00', 'YYYY-MM-DD HH24:MI:SS'), 13),
274, 'SO-PCR', 38, 58, TO_TIMESTAMP('2020-06-09 13:11:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-06-09 22:40:00', 'YYYY-MM-DD HH24:MI:SS'), 11),
275, 'PCR-SO', 44, 24, TO_TIMESTAMP('2020-10-30 15:19:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-01 06:43:00', 'YYYY-MM-DD HH24:MI:SS'), 92),
275, 'SO-CRS', 24, 4, TO_TIMESTAMP('2020-11-01 06:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-03 00:03:00', 'YYYY-MM-DD HH24:MI:SS'), 44),
275, 'CRS-CRS', 4, 11, TO_TIMESTAMP('2020-11-03 00:03:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-04 17:38:00', 'YYYY-MM-DD HH24:MI:SS'), 61),
275, 'CRS-SO', 11, 31, TO_TIMESTAMP('2020-11-04 17:38:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-06 09:49:00', 'YYYY-MM-DD HH24:MI:SS'), 82),
275, 'SO-PCR', 31, 51, TO_TIMESTAMP('2020-11-06 09:49:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2020-11-07 07:16:00', 'YYYY-MM-DD HH24:MI:SS'), 9),
276, 'PCR-SO', 42, 22, TO_TIMESTAMP('2022-11-08 16:43:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-11-09 21:57:00', 'YYYY-MM-DD HH24:MI:SS'), 52),
276, 'SO-CRS', 22, 2, TO_TIMESTAMP('2022-11-09 21:57:00', 'YYYY-MM-DD HH24:MI:SS'), TO_TIMESTAMP('2022-11-11 13:32:00', 'YYYY-MM-DD HH24:MI:SS'), 23),
